Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_short,EMA_long,MACD,Signal
2024-08-26 00:00:00-04:00,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,30602200,0.0,0.0,,,227.17999267578125,227.17999267578125,0.0,0.0
2024-08-27 00:00:00-04:00,226.0,228.85000610351562,224.88999938964844,228.02999877929688,35934600,0.0,0.0,,,227.3107628455529,227.24295609085647,0.06780675469642006,0.013561350939284011
2024-08-28 00:00:00-04:00,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,38052200,0.0,0.0,,,227.18449248364692,227.18718197250888,-0.0026894888619608537,0.01031118297903504
2024-08-29 00:00:00-04:00,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,51906300,0.0,0.0,,,227.58533876095245,227.3799828105551,0.20535595039734744,0.04932013646269753
2024-08-30 00:00:00-04:00,230.19000244140625,230.39999389648438,227.47999572753906,229.0,52990800,0.0,0.0,228.097998046875,,227.80297895157514,227.49998408384732,0.3029948677278185,0.10005508271572172
2024-09-03 00:00:00-04:00,228.5500030517578,229.0,221.1699981689453,222.77000427246094,50190600,0.0,0.0,227.21600036621095,,227.02867515478835,227.1496152089298,-0.12094005414144249,0.05585605534428888
2024-09-04 00:00:00-04:00,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200,0.0,0.0,225.78000183105468,,226.07811068536176,226.68297749741762,-0.6048668120558602,-0.07628851813574095
2024-09-05 00:00:00-04:00,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400,0.0,0.0,224.95800170898437,,225.5091713311234,226.36423878522464,-0.8550674541012313,-0.23204430532883905
2024-09-06 00:00:00-04:00,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000,0.0,0.0,223.16400451660155,,224.78776148390733,225.95355497329828,-1.1657934893909498,-0.4187941421412612
2024-09-09 00:00:00-04:00,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000,0.0,0.0,221.54600524902344,,224.1911833574769,225.5799585798769,-1.3887752223999996,-0.612790358193009
2024-09-10 00:00:00-04:00,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000,0.0,0.0,221.01400451660157,,223.56330908868838,225.1747765080602,-1.6114674193718201,-0.8125257704287713
2024-09-11 00:00:00-04:00,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100,0.0,0.0,221.37600402832032,,223.42433902306084,224.98849703798976,-1.5641580149289211,-0.9628522193288014
2024-09-12 00:00:00-04:00,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37498200,0.0,0.0,221.45400390625,,223.32367213835315,224.82416424054315,-1.5004921021900088,-1.0703801959010428
2024-09-13 00:00:00-04:00,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600,0.0,0.0,221.79000244140624,39.13649617042257,223.19695334783728,224.65200392642885,-1.4550505785915675,-1.1473142724391479
2024-09-16 00:00:00-04:00,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,0.0,0.0,220.87200317382812,30.41126113034059,222.13896165189595,224.0348189929318,-1.8958573410358497,-1.2970228861584883
2024-09-17 00:00:00-04:00,215.75,216.89999389648438,214.5,216.7899932861328,45519300,0.0,0.0,220.20800170898437,29.443990822385473,221.31604344177856,223.49816523687264,-2.1821217950940763,-1.474042667945606
2024-09-18 00:00:00-04:00,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,0.0,0.0,219.81400146484376,40.23567406162194,221.21972944172128,223.2901531779492,-2.070423736227923,-1.5933188816020696
2024-09-19 00:00:00-04:00,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,0.0,0.0,221.03399963378905,48.66975284536056,222.396693391793,223.703474803078,-1.3067814112849874,-1.5360113875386532
2024-09-20 00:00:00-04:00,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,0.0,0.0,222.1739990234375,48.8392286645805,223.28950932355443,224.03655051753458,-0.7470411939801522,-1.3782173488269531
2024-09-23 00:00:00-04:00,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54097700,0.0,0.0,224.20399780273436,56.174899679493876,223.7788157692696,224.2168061251767,-0.4379903559070897,-1.1901719502429804
2024-09-24 00:00:00-04:00,228.64500427246094,229.35000610351562,225.74000549316406,226.76499938964844,12070930,0.0,0.0,226.1989990234375,60.43761823753972,224.23822863394327,224.40556118180422,-0.1673325478609513,-0.9856040697665746
